,FIPS,ST,COUNTY
2822,49051,UT,Wasatch County
2823,49053,UT,Washington County
2824,49055,UT,Wayne County
2825,49057,UT,Weber County
2826,50001,VT,Addison County
2827,50003,VT,Bennington County
2828,50005,VT,Caledonia County
2829,50007,VT,Chittenden County
2830,50009,VT,Essex County
2831,50011,VT,Franklin County
2832,50013,VT,Grand Isle County
2833,50015,VT,Lamoille County
2834,50017,VT,Orange County
2835,50019,VT,Orleans County
2836,50021,VT,Rutland County
2837,50023,VT,Washington County
2838,50025,VT,Windham County
2839,50027,VT,Windsor County
2840,51001,VA,Accomack County
2841,51003,VA,Albemarle County
2842,51005,VA,Alleghany County
2843,51007,VA,Amelia County
2844,51009,VA,Amherst County
2845,51011,VA,Appomattox County
2846,51013,VA,Arlington County
2847,51015,VA,Augusta County
2848,51017,VA,Bath County
2849,51019,VA,Bedford County
2850,51021,VA,Bland County
2851,51023,VA,Botetourt County
2852,51025,VA,Brunswick County
2853,51027,VA,Buchanan County
2854,51029,VA,Buckingham County
2855,51031,VA,Campbell County
2856,51033,VA,Caroline County
2857,51035,VA,Carroll County
2858,51036,VA,Charles City County
2859,51037,VA,Charlotte County
2860,51041,VA,Chesterfield County
2861,51043,VA,Clarke County
2862,51045,VA,Craig County
2863,51047,VA,Culpeper County
2864,51049,VA,Cumberland County
2865,51051,VA,Dickenson County
2866,51053,VA,Dinwiddie County
2867,51057,VA,Essex County
2868,51059,VA,Fairfax County
2869,51061,VA,Fauquier County
2870,51063,VA,Floyd County
2871,51065,VA,Fluvanna County
2872,51067,VA,Franklin County
2873,51069,VA,Frederick County
2874,51071,VA,Giles County
2875,51073,VA,Gloucester County
2876,51075,VA,Goochland County
2877,51077,VA,Grayson County
2878,51079,VA,Greene County
2879,51081,VA,Greensville County
2880,51083,VA,Halifax County
2881,51085,VA,Hanover County
2882,51087,VA,Henrico County
2883,51089,VA,Henry County
2884,51091,VA,Highland County
2885,51093,VA,Isle of Wight County
2886,51095,VA,James City County
2887,51097,VA,King and Queen County
2888,51099,VA,King George County
2889,51101,VA,King William County
2890,51103,VA,Lancaster County
2891,51105,VA,Lee County
2892,51107,VA,Loudoun County
2893,51109,VA,Louisa County
2894,51111,VA,Lunenburg County
2895,51113,VA,Madison County
2896,51115,VA,Mathews County
2897,51117,VA,Mecklenburg County
2898,51119,VA,Middlesex County
2899,51121,VA,Montgomery County
2900,51125,VA,Nelson County
2901,51127,VA,New Kent County
2902,51131,VA,Northampton County
2903,51133,VA,Northumberland County
2904,51135,VA,Nottoway County
2905,51137,VA,Orange County
2906,51139,VA,Page County
2907,51141,VA,Patrick County
2908,51143,VA,Pittsylvania County
2909,51145,VA,Powhatan County
2910,51147,VA,Prince Edward County
2911,51149,VA,Prince George County
2912,51153,VA,Prince William County
2913,51155,VA,Pulaski County
2914,51157,VA,Rappahannock County
2915,51159,VA,Richmond County
2916,51161,VA,Roanoke County
2917,51163,VA,Rockbridge County
2918,51165,VA,Rockingham County
2919,51167,VA,Russell County
2920,51169,VA,Scott County
2921,51171,VA,Shenandoah County
2922,51173,VA,Smyth County
2923,51175,VA,Southampton County
2924,51177,VA,Spotsylvania County
2925,51179,VA,Stafford County
2926,51181,VA,Surry County
2927,51183,VA,Sussex County
2928,51185,VA,Tazewell County
2929,51187,VA,Warren County
2930,51191,VA,Washington County
2931,51193,VA,Westmoreland County
2932,51195,VA,Wise County
2933,51197,VA,Wythe County
2934,51199,VA,York County
2935,51510,VA,Alexandria city
2936,51515,VA,Bedford city
2937,51520,VA,Bristol city
2938,51530,VA,Buena Vista city
2939,51540,VA,Charlottesville city
2940,51550,VA,Chesapeake city
2941,51560,VA,Clifton Forge city
2942,51570,VA,Colonial Heights city
2943,51580,VA,Covington city
2944,51590,VA,Danville city
2945,51595,VA,Emporia city
2946,51600,VA,Fairfax city
2947,51610,VA,Falls Church city
2948,51620,VA,Franklin city
2949,51630,VA,Fredericksburg city
2950,51640,VA,Galax city
2951,51650,VA,Hampton city
2952,51660,VA,Harrisonburg city
2953,51670,VA,Hopewell city
2954,51678,VA,Lexington city
2955,51680,VA,Lynchburg city
2956,51683,VA,Manassas city
2957,51685,VA,Manassas Park city
2958,51690,VA,Martinsville city
2959,51700,VA,Newport News city
2960,51710,VA,Norfolk city
2961,51720,VA,Norton city
2962,51730,VA,Petersburg city
2963,51735,VA,Poquoson city
2964,51740,VA,Portsmouth city
2965,51750,VA,Radford city
2966,51760,VA,Richmond city
2967,51770,VA,Roanoke city
2968,51775,VA,Salem city
2969,51790,VA,Staunton city
2970,51800,VA,Suffolk city
2971,51810,VA,Virginia Beach city
2972,51820,VA,Waynesboro city
2973,51830,VA,Williamsburg city
2974,51840,VA,Winchester city
2975,53001,WA,Adams County
2976,53003,WA,Asotin County
2977,53005,WA,Benton County
2978,53007,WA,Chelan County
2979,53009,WA,Clallam County
2980,53011,WA,Clark County
2981,53013,WA,Columbia County
2982,53015,WA,Cowlitz County
2983,53017,WA,Douglas County
2984,53019,WA,Ferry County
2985,53021,WA,Franklin County
2986,53023,WA,Garfield County
2987,53025,WA,Grant County
2988,53027,WA,Grays Harbor County
2989,53029,WA,Island County
2990,53031,WA,Jefferson County
2991,53033,WA,King County
2992,53035,WA,Kitsap County
2993,53037,WA,Kittitas County
2994,53039,WA,Klickitat County
2995,53041,WA,Lewis County
2996,53043,WA,Lincoln County
2997,53045,WA,Mason County
2998,53047,WA,Okanogan County
2999,53049,WA,Pacific County
3000,53051,WA,Pend Oreille County
3001,53053,WA,Pierce County
3002,53055,WA,San Juan County
3003,53057,WA,Skagit County
3004,53059,WA,Skamania County
3005,53061,WA,Snohomish County
3006,53063,WA,Spokane County
3007,53065,WA,Stevens County
3008,53067,WA,Thurston County
3009,53069,WA,Wahkiakum County
3010,53071,WA,Walla Walla County
3011,53073,WA,Whatcom County
3012,53075,WA,Whitman County
3013,53077,WA,Yakima County
3014,54001,WV,Barbour County
3015,54003,WV,Berkeley County
3016,54005,WV,Boone County
3017,54007,WV,Braxton County
3018,54009,WV,Brooke County
3019,54011,WV,Cabell County
3020,54013,WV,Calhoun County
3021,54015,WV,Clay County
3022,54017,WV,Doddridge County
3023,54019,WV,Fayette County
3024,54021,WV,Gilmer County
3025,54023,WV,Grant County
3026,54025,WV,Greenbrier County
3027,54027,WV,Hampshire County
3028,54029,WV,Hancock County
3029,54031,WV,Hardy County
3030,54033,WV,Harrison County
3031,54035,WV,Jackson County
3032,54037,WV,Jefferson County
3033,54039,WV,Kanawha County
3034,54041,WV,Lewis County
3035,54043,WV,Lincoln County
3036,54045,WV,Logan County
3037,54047,WV,McDowell County
3038,54049,WV,Marion County
3039,54051,WV,Marshall County
3040,54053,WV,Mason County
3041,54055,WV,Mercer County
3042,54057,WV,Mineral County
3043,54059,WV,Mingo County
3044,54061,WV,Monongalia County
3045,54063,WV,Monroe County
3046,54065,WV,Morgan County
3047,54067,WV,Nicholas County
3048,54069,WV,Ohio County
3049,54071,WV,Pendleton County
3050,54073,WV,Pleasants County
3051,54075,WV,Pocahontas County
3052,54077,WV,Preston County
3053,54079,WV,Putnam County
3054,54081,WV,Raleigh County
3055,54083,WV,Randolph County
3056,54085,WV,Ritchie County
3057,54087,WV,Roane County
3058,54089,WV,Summers County
3059,54091,WV,Taylor County
3060,54093,WV,Tucker County
3061,54095,WV,Tyler County
3062,54097,WV,Upshur County
3063,54099,WV,Wayne County
3064,54101,WV,Webster County
3065,54103,WV,Wetzel County
3066,54105,WV,Wirt County
3067,54107,WV,Wood County
3068,54109,WV,Wyoming County
3069,55001,WI,Adams County
3070,55003,WI,Ashland County
3071,55005,WI,Barron County
3072,55007,WI,Bayfield County
3073,55009,WI,Brown County
3074,55011,WI,Buffalo County
3075,55013,WI,Burnett County
3076,55015,WI,Calumet County
3077,55017,WI,Chippewa County
3078,55019,WI,Clark County
3079,55021,WI,Columbia County
3080,55023,WI,Crawford County
3081,55025,WI,Dane County
3082,55027,WI,Dodge County
3083,55029,WI,Door County
3084,55031,WI,Douglas County
3085,55033,WI,Dunn County
3086,55035,WI,Eau Claire County
3087,55037,WI,Florence County
3088,55039,WI,Fond du Lac County
3089,55041,WI,Forest County
3090,55043,WI,Grant County
3091,55045,WI,Green County
3092,55047,WI,Green Lake County
3093,55049,WI,Iowa County
3094,55051,WI,Iron County
3095,55053,WI,Jackson County
3096,55055,WI,Jefferson County
3097,55057,WI,Juneau County
3098,55059,WI,Kenosha County
3099,55061,WI,Kewaunee County
3100,55063,WI,La Crosse County
3101,55065,WI,Lafayette County
3102,55067,WI,Langlade County
3103,55069,WI,Lincoln County
3104,55071,WI,Manitowoc County
3105,55073,WI,Marathon County
3106,55075,WI,Marinette County
3107,55077,WI,Marquette County
3108,55078,WI,Menominee County
3109,55079,WI,Milwaukee County
3110,55081,WI,Monroe County
3111,55083,WI,Oconto County
3112,55085,WI,Oneida County
3113,55087,WI,Outagamie County
3114,55089,WI,Ozaukee County
3115,55091,WI,Pepin County
3116,55093,WI,Pierce County
3117,55095,WI,Polk County
3118,55097,WI,Portage County
3119,55099,WI,Price County
3120,55101,WI,Racine County
3121,55103,WI,Richland County
3122,55105,WI,Rock County
3123,55107,WI,Rusk County
3124,55109,WI,St. Croix County
3125,55111,WI,Sauk County
3126,55113,WI,Sawyer County
3127,55115,WI,Shawano County
3128,55117,WI,Sheboygan County
3129,55119,WI,Taylor County
3130,55121,WI,Trempealeau County
3131,55123,WI,Vernon County
3132,55125,WI,Vilas County
3133,55127,WI,Walworth County
3134,55129,WI,Washburn County
3135,55131,WI,Washington County
3136,55133,WI,Waukesha County
3137,55135,WI,Waupaca County
3138,55137,WI,Waushara County
3139,55139,WI,Winnebago County
3140,55141,WI,Wood County
3141,56001,WY,Albany County
3142,56003,WY,Big Horn County
3143,56005,WY,Campbell County
3144,56007,WY,Carbon County
3145,56009,WY,Converse County
3146,56011,WY,Crook County
3147,56013,WY,Fremont County
3148,56015,WY,Goshen County
3149,56017,WY,Hot Springs County
3150,56019,WY,Johnson County
3151,56021,WY,Laramie County
3152,56023,WY,Lincoln County
3153,56025,WY,Natrona County
3154,56027,WY,Niobrara County
3155,56029,WY,Park County
3156,56031,WY,Platte County
3157,56033,WY,Sheridan County
3158,56035,WY,Sublette County
3159,56037,WY,Sweetwater County
3160,56039,WY,Teton County
3161,56041,WY,Uinta County
3162,56043,WY,Washakie County
3163,56045,WY,Weston County
3164,66010,GU,Guam
3165,72001,PR,Adjuntas Municipio
3166,72003,PR,Aguada Municipio
3167,72005,PR,Aguadilla Municipio
3168,72007,PR,Aguas Buenas Municipio
3169,72009,PR,Aibonito Municipio
3170,72011,PR,Anasco Municipio
3171,72013,PR,Arecibo Municipio
3172,72015,PR,Arroyo Municipio
3173,72017,PR,Barceloneta Municipio
3174,72019,PR,Barranquitas Municipio
3175,72021,PR,Bayamon Municipio
3176,72023,PR,Cabo Rojo Municipio
3177,72025,PR,Caguas Municipio
3178,72027,PR,Camuy Municipio
3179,72029,PR,Canovanas Municipio
3180,72031,PR,Carolina Municipio
3181,72033,PR,Catano Municipio
3182,72035,PR,Cayey Municipio
3183,72037,PR,Ceiba Municipio
3184,72039,PR,Ciales Municipio
3185,72041,PR,Cidra Municipio
3186,72043,PR,Coama Municipio
3187,72045,PR,Comerio Municipio
3188,72047,PR,Corozal Municipio
3189,72049,PR,Culebra Municipio
3190,72051,PR,Dorado Municipio
3191,72053,PR,Fajardo Municipio
3192,72054,PR,Florida Municipio
3193,72055,PR,Guanica Municipio
3194,72057,PR,Guayama Municipio
3195,72059,PR,Guayanilla Municipio
3196,72061,PR,Guaynabo Municipio
3197,72063,PR,Gurabo Municipio
3198,72065,PR,Hatillo Municipio
3199,72067,PR,Hormigueros Municipio
3200,72069,PR,Humacao Municipio
3201,72071,PR,Isabela Municipio
3202,72073,PR,Jayuya Municipio
3203,72075,PR,Juana Diaz Municipio
3204,72077,PR,Juncos Municipio
3205,72079,PR,Lajas Municipio
3206,72081,PR,Lares Municipio
3207,72083,PR,Las Marias Municipio
3208,72085,PR,Las Piedras Municipio
3209,72087,PR,Loiza Municipio
3210,72089,PR,Luquillo Municipio
3211,72091,PR,Manati Municipio
3212,72093,PR,Maricao Municipio
3213,72095,PR,Maunabo Municipio
3214,72097,PR,Mayaguez Municipio
3215,72099,PR,Moca Municipio
3216,72101,PR,Morovis Municipio
3217,72103,PR,Naguabo Municipio
3218,72105,PR,Naranjito Municipio
3219,72107,PR,Orocovis Municipio
3220,72109,PR,Patillas Municipio
3221,72111,PR,Penuelas Municipio
3222,72113,PR,Ponce Municipio
3223,72115,PR,Quebradillas Municipio
3224,72117,PR,Rincon Municipio
3225,72119,PR,Rio Grande Municipio
3226,72121,PR,Sabana Grande Municipio
3227,72123,PR,Salinas Municipio
3228,72125,PR,San German Municipio
3229,72127,PR,San Juan Municipio
3230,72129,PR,San Lorenzo Municipio
3231,72131,PR,San Sebastian Municipio
3232,72133,PR,Santa Isabel Municipio
3233,72135,PR,Toa Alta Municipio
3234,72137,PR,Toa Baja Municipio
3235,72139,PR,Trujillo Alto Municipio
3236,72141,PR,Utuado Municipio
3237,72143,PR,Vega Alta Municipio
3238,72145,PR,Vega Baja Municipio
3239,72147,PR,Vieques Municipio
3240,72149,PR,Villalba Municipio
3241,72151,PR,Yabucoa Municipio
3242,72153,PR,Yauco Municipio
3243,78010,VI,St. Croix
3244,78020,VI,St. John
3245,78030,VI,St. Thomas
